AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
2009,1545,Naveen Rao,52,M,A1
2010,1547,Pooja Fernandes,21,F,A1
2011,1547,Nandini Nair,44,F,A2
2012,1547,Triveni Patil,48,F,A3
2013,1547,Yogesh Shetty,40,M,A4
2014,1549,Manjunath Fernandes,25,M,A1
2015,1550,Latha Achar,20,F,A1
2016,1551,Meena Khan,36,F,A1
2017,1554,Chandru Shetty,23,M,A1
2018,1555,Vijayalakshmi Sheikh,45,F,A1
2019,1555,Jagadish Khan,37,M,A2
2020,1556,Arjun Setty,33,M,A1
2021,1559,Raghu Poojary,50,M,A1
2022,1559,Anitha Sheikh,26,F,A2
2023,1559,Vijayalakshmi Kumar,42,F,A3
2024,1564,Mahesh Hegde,26,M,A1
2025,1565,Harish Rao,26,M,A1
2026,1565,Om Nair,52,M,A2
2027,1565,Arjun Gowda,26,M,A3
2028,1565,Zeenath Naik,54,F,A4
2029,1565,Nataraj Setty,41,M,A5
2030,1565,Latha Gowda,54,F,A6
2031,1566,Ravi Fernandes,35,M,A1
2032,1567,Triveni Reddy,55,F,A1
2033,1567,Puneeth Khan,45,M,A2
2034,1569,Zeenath Fernandes,28,F,A1
2035,1570,Zeenath Poojary,35,F,A1
2036,1572,Suresh Nair,54,M,A1
2037,1573,Zeenath Gowda,45,F,A1
2038,1573,Imran Naik,42,M,A2
2039,1574,Roopa Reddy,43,F,A1
2040,1574,Usha Shetty,19,F,A2
2041,1575,Prakash Shetty,19,M,A1
2042,1575,Vani Patil,30,F,A2
2043,1578,Arjun Kumar,38,M,A1
2044,1579,Pooja Naik,32,F,A1
2045,1580,Naveen Shetty,27,M,A1
2046,1580,Mahesh Sheikh,25,M,A2
2047,1583,Nataraj Setty,30,M,A1
2048,1585,Suresh Gowda,36,M,A1
2049,1585,Deepa Achar,19,F,A2
2050,1586,Roopa Sheikh,35,F,A1
2051,1588,Ravi Setty,34,M,A1
2052,1588,Nandini Khan,42,F,A2
2053,1590,Nataraj Kumar,25,M,A1
2054,1590,Chandru Fernandes,31,M,A2
2055,1591,Fatima Shetty,46,F,A1
2056,1592,Deepa Kumar,35,F,A1
2057,1592,Basavaraj Nair,55,M,A2
2058,1595,Prakash Achar,25,M,A1
2059,1595,Vijayalakshmi Naik,35,F,A2
2060,1595,Zeenath Rao,46,F,A3
2061,1595,Zeenath Patil,24,F,A4
2062,1595,Sunitha Rao,31,F,A5
2063,1597,Basavaraj Khan,55,M,A1
2064,1597,Kavya Naik,18,F,A2
2065,1600,Zameer Fernandes,40,M,A1
2066,1600,Arjun Poojary,34,M,A2
2067,1600,Anitha Gowda,52,F,A3
2068,1603,Nataraj Shetty,22,M,A1
2069,1604,Vinay Nair,47,M,A1
2070,1604,Thimmaiah Rao,46,M,A2
2071,1604,Pooja Sheikh,48,F,A3
2072,1605,Krishna Rao,30,M,A1
2073,1606,Sunitha Nair,34,F,A1
2074,1607,Lokesh Fernandes,18,M,A1
2075,1608,Zameer Shetty,23,M,A1
2076,1608,Yusuf Fernandes,26,M,A2
2077,1608,Nandini Reddy,43,F,A3
2078,1613,Venkatesh Khan,37,M,A1
2079,1614,Yusuf Khan,48,M,A1
2080,1614,Usha Reddy,27,F,A2
2081,1615,Fatima Poojary,35,F,A1
2082,1615,Lokesh Poojary,34,M,A2
2083,1616,Usha Poojary,38,F,A1
2084,1616,Nandini Naik,48,F,A2
2085,1617,Ayesha Poojary,55,F,A1
2086,1618,Triveni Reddy,29,F,A1
2087,1618,Pooja Rao,28,F,A2
2088,1618,Latha Sheikh,38,F,A3
2089,1619,Ayesha Khan,20,F,A1
2090,1620,Yamuna Kumar,45,F,A1
2091,1621,Imran Achar,33,M,A1
2092,1622,Thimmaiah Achar,50,M,A1
2093,1622,Roopa Rao,27,F,A2
2094,1622,Meena Hegde,39,F,A3
2095,1622,Harish Khan,53,M,A4
2096,1623,Manjunath Sheikh,27,M,A1
2097,1623,Kavya Rao,53,F,A2
2098,1624,Chandru Achar,50,M,A1
2099,1625,Nandini Poojary,48,F,A1
2100,1627,Manjunath Achar,29,M,A1
2101,1628,Vijayalakshmi Shetty,36,F,A1
2102,1629,Fatima Setty,37,F,A1
2103,1633,Basavaraj Shetty,25,M,A1
2104,1635,Kavya Rao,31,F,A1
2105,1635,Thimmaiah Setty,42,M,A2
2106,1636,Basavaraj Rao,51,M,A1
2107,1638,Sunitha Fernandes,31,F,A1
2108,1638,Roopa Setty,55,F,A2
2109,1638,Naveen Khan,48,M,A3
2110,1638,Imran Gowda,21,M,A4
2111,1639,Yusuf Hegde,32,M,A1
2112,1639,Meena Shetty,24,F,A2
2113,1639,Ayesha Reddy,50,F,A3
2114,1640,Kavya Achar,31,F,A1
2115,1640,Yogesh Nair,42,M,A2
2116,1640,Sunitha Khan,21,F,A3
2117,1641,Ullas Hegde,26,M,A1
2118,1641,Lokesh Patil,21,M,A2
2119,1644,Zeenath Khan,54,F,A1
2120,1644,Sowmya Rao,25,F,A2
2121,1646,Anthony Fernandes,21,M,A1
2122,1646,Pooja Khan,43,F,A2
2123,1646,Zeenath Poojary,55,F,A3
2124,1646,Deepa Shetty,21,F,A4
2125,1646,Prakash Sheikh,41,M,A5
2126,1648,Zeenath Khan,37,F,A1
2127,1650,Deepa Patil,31,F,A1
2128,1651,Vijayalakshmi Rao,44,F,A1
2129,1652,Shankar Gowda,37,M,A1
2130,1653,Sowmya Khan,33,F,A1
2131,1654,Radha Poojary,46,F,A1
2132,1654,Kavya Khan,42,F,A2
2133,1656,Anitha Khan,27,F,A1
2134,1656,Naveen Nair,25,M,A2
2135,1657,Sowmya Kumar,43,F,A1
2136,1657,Vinay Fernandes,44,M,A2
2137,1657,Radha Sheikh,36,F,A3
2138,1659,Ravi Kumar,23,M,A1
2139,1660,Lokesh Rao,30,M,A1
2140,1660,Pooja Reddy,45,F,A2
2141,1661,Yogesh Gowda,48,M,A1
2142,1661,Yamuna Shetty,38,F,A2
2143,1663,Nandini Hegde,45,F,A1
2144,1664,Lokesh Gowda,20,M,A1
2145,1664,Triveni Achar,27,F,A2
2146,1664,Fatima Patil,18,F,A3
2147,1665,Basavaraj Rao,23,M,A1
2148,1665,Shankar Shetty,40,M,A2
2149,1666,Sunitha Fernandes,39,F,A1
2150,1668,Santosh Setty,26,M,A1
2151,1669,Lokesh Khan,39,M,A1
2152,1669,Naveen Reddy,35,M,A2
2153,1669,Prakash Naik,44,M,A3
2154,1670,Fatima Nair,19,F,A1
2155,1670,Lokesh Hegde,30,M,A2
2156,1671,Roopa Rao,29,F,A1
2157,1671,Yogesh Naik,27,M,A2
2158,1672,Nataraj Achar,53,M,A1
2159,1674,Yusuf Rao,55,M,A1
2160,1674,Deepa Nair,19,F,A2
2161,1676,Om Sheikh,38,M,A1
2162,1676,Ayesha Naik,29,F,A2
2163,1676,Anitha Achar,53,F,A3
2164,1677,Fatima Naik,34,F,A1
2165,1677,Manjunath Sheikh,52,M,A2
2166,1679,Zameer Khan,28,M,A1
2167,1682,Shankar Gowda,50,M,A1
2168,1682,Shwetha Sheikh,51,F,A2
2169,1683,Radha Fernandes,19,F,A1
2170,1683,Thimmaiah Poojary,37,M,A2
2171,1685,Nandini Gowda,27,F,A1
2172,1685,Roopa Achar,31,F,A2
2173,1686,Jagadish Nair,25,M,A1
2174,1686,Thimmaiah Fernandes,48,M,A2
2175,1686,Nataraj Shetty,53,M,A3
2176,1687,Ayesha Poojary,41,F,A1
2177,1687,Yamuna Gowda,46,F,A2
2178,1687,Yusuf Poojary,49,M,A3
2179,1687,Triveni Shetty,38,F,A4
2180,1687,Vijayalakshmi Setty,18,F,A5
2181,1687,Mahesh Kumar,42,M,A6
2182,1687,Vani Kumar,22,F,A7
2183,1688,Venkatesh Poojary,25,M,A1
2184,1688,Raghu Setty,43,M,A2
2185,1689,Radha Reddy,32,F,A1
2186,1689,Meena Naik,21,F,A2
2187,1690,Latha Khan,36,F,A1
2188,1690,Vijayalakshmi Reddy,21,F,A2
2189,1691,Iqbal Reddy,29,M,A1
2190,1693,Nataraj Patil,34,M,A1
2191,1693,Vani Kumar,38,F,A2
2192,1695,Radha Setty,52,F,A1
2193,1695,Yusuf Khan,27,M,A2
2194,1695,Triveni Kumar,52,F,A3
2195,1695,Radha Khan,32,F,A4
2196,1696,Usha Patil,37,F,A1
2197,1696,Triveni Hegde,48,F,A2
2198,1698,Chandru Achar,42,M,A1
2199,1698,Chandru Shetty,45,M,A2
2200,1699,Nandini Khan,38,F,A1
2201,1699,Lokesh Reddy,47,M,A2
2202,1699,Roopa Fernandes,36,F,A3
2203,1700,Naveen Khan,55,M,A1
2204,1701,Kavya Khan,26,F,A1
2205,1701,Vani Gowda,34,F,A2
2206,1703,Lokesh Sheikh,24,M,A1
2207,1704,Basavaraj Nair,39,M,A1
2208,1704,Zeenath Naik,30,F,A2
2209,1705,Sowmya Fernandes,53,F,A1
2210,1706,Anitha Khan,23,F,A1
2211,1706,Krishna Kumar,35,M,A2
2212,1707,Vijayalakshmi Gowda,48,F,A1
2213,1708,Chandru Sheikh,54,M,A1
2214,1708,Iqbal Kumar,36,M,A2
2215,1709,Puneeth Rao,49,M,A1
2216,1709,Vinay Naik,18,M,A2
2217,1710,Zeenath Nair,24,F,A1
2218,1711,Anitha Patil,24,F,A1
2219,1711,Zameer Patil,30,M,A2
2220,1712,Nandini Naik,42,F,A1
2221,1712,Krishna Achar,34,M,A2
2222,1713,Zameer Gowda,39,M,A1
2223,1715,Naveen Khan,32,M,A1
2224,1720,Imran Poojary,20,M,A1
2225,1721,Zeenath Khan,34,F,A1
2226,1721,Ullas Patil,35,M,A2
2227,1724,Deepa Rao,36,F,A1
2228,1724,Suresh Naik,40,M,A2
2229,1725,Mahesh Shetty,49,M,A1
2230,1725,Kavya Setty,36,F,A2
2231,1727,Meena Gowda,40,F,A1
2232,1728,Arjun Reddy,44,M,A1
2233,1730,Latha Khan,41,F,A1
2234,1730,Sunitha Nair,38,F,A2
2235,1731,Jagadish Hegde,42,M,A1
2236,1731,Kavya Poojary,41,F,A2
2237,1732,Nataraj Achar,53,M,A1
2238,1734,Vani Fernandes,21,F,A1
2239,1734,Meena Fernandes,46,F,A2
2240,1735,Imran Gowda,46,M,A1
2241,1736,Vani Gowda,18,F,A1
2242,1736,Sunitha Setty,24,F,A2
2243,1737,Zeenath Khan,45,F,A1
2244,1737,Venkatesh Khan,36,M,A2
2245,1738,Harish Nair,45,M,A1
2246,1738,Pooja Patil,19,F,A2
2247,1739,Iqbal Hegde,43,M,A1
2248,1739,Zameer Poojary,26,M,A2
2249,1741,Shwetha Nair,19,F,A1
2250,1745,Latha Setty,18,F,A1
2251,1745,Imran Sheikh,48,M,A2
2252,1745,Manjunath Kumar,50,M,A3
2253,1745,Santosh Hegde,23,M,A4
2254,1745,Santosh Patil,19,M,A5
2255,1746,Nandini Setty,24,F,A1
2256,1746,Sunitha Achar,22,F,A2
2257,1746,Fatima Nair,45,F,A3
2258,1746,Nandini Poojary,21,F,A4
2259,1747,Vani Patil,38,F,A1
2260,1748,Sowmya Kumar,52,F,A1
2261,1749,Vijayalakshmi Gowda,37,F,A1
2262,1749,Zameer Setty,44,M,A2
2263,1753,Radha Khan,40,F,A1
2264,1754,Roopa Rao,34,F,A1
2265,1754,Zeenath Hegde,49,F,A2
2266,1755,Fatima Hegde,41,F,A1
2267,1757,Usha Gowda,29,F,A1
2268,1757,Triveni Fernandes,26,F,A2
2269,1758,Jagadish Shetty,53,M,A1
2270,1759,Ayesha Kumar,55,F,A1
2271,1759,Nataraj Reddy,42,M,A2
2272,1759,Anthony Patil,50,M,A3
2273,1760,Roopa Nair,42,F,A1
2274,1760,Prakash Hegde,25,M,A2
2275,1761,Harish Nair,53,M,A1
2276,1766,Yamuna Fernandes,24,F,A1
2277,1766,Venkatesh Setty,30,M,A2
2278,1766,Vinay Fernandes,53,M,A3
2279,1766,Arjun Rao,36,M,A4
2280,1766,Puneeth Patil,34,M,A5
2281,1767,Meena Nair,21,F,A1
2282,1767,Suresh Gowda,45,M,A2
2283,1768,Krishna Kumar,31,M,A1
2284,1769,Prakash Fernandes,43,M,A1
2285,1769,Nandini Nair,48,F,A2
2286,1769,Kavya Poojary,19,F,A3
2287,1769,Nandini Nair,32,F,A4
2288,1770,Shwetha Rao,52,F,A1
2289,1770,Nandini Fernandes,52,F,A2
2290,1771,Latha Achar,43,F,A1
2291,1771,Arjun Sheikh,53,M,A2
2292,1772,Fatima Achar,32,F,A1
2293,1772,Jagadish Achar,20,M,A2
2294,1773,Vijayalakshmi Rao,52,F,A1
2295,1773,Kavya Reddy,53,F,A2
2296,1773,Venkatesh Sheikh,48,M,A3
2297,1774,Kavya Khan,38,F,A1
2298,1774,Vinay Patil,52,M,A2
2299,1774,Manjunath Kumar,49,M,A3
2300,1774,Manjunath Sheikh,36,M,A4
2301,1774,Radha Kumar,46,F,A5
2302,1775,Santosh Kumar,55,M,A1
2303,1775,Mahesh Shetty,18,M,A2
2304,1775,Shwetha Nair,47,F,A3
2305,1775,Ullas Rao,37,M,A4
2306,1775,Roopa Rao,38,F,A5
2307,1777,Ullas Rao,26,M,A1
2308,1778,Deepa Kumar,40,F,A1
2309,1779,Sowmya Rao,25,F,A1
2310,1779,Arjun Reddy,30,M,A2
2311,1780,Chandru Setty,50,M,A1
2312,1780,Mahesh Gowda,22,M,A2
2313,1781,Sowmya Gowda,33,F,A1
2314,1782,Sowmya Gowda,30,F,A1
2315,1783,Latha Gowda,34,F,A1
2316,1783,Usha Kumar,22,F,A2
2317,1786,Yamuna Shetty,54,F,A1
2318,1786,Pooja Nair,33,F,A2
2319,1788,Fatima Gowda,26,F,A1
2320,1791,Yusuf Shetty,47,M,A1
2321,1793,Sunitha Nair,47,F,A1
2322,1793,Radha Setty,24,F,A2
2323,1794,Lokesh Kumar,26,M,A1
2324,1795,Anitha Naik,36,F,A1
2325,1797,Ullas Hegde,30,M,A1
2326,1797,Fatima Shetty,20,F,A2
2327,1798,Puneeth Poojary,42,M,A1
2328,1799,Deepa Gowda,20,F,A1
2329,1799,Gopal Kumar,50,M,A2
2330,1801,Thimmaiah Reddy,33,M,A1
2331,1802,Deepa Patil,35,F,A1
2332,1802,Yamuna Gowda,40,F,A2
2333,1803,Zeenath Sheikh,39,F,A1
2334,1804,Mahesh Kumar,41,M,A1
2335,1804,Mahesh Achar,28,M,A2
2336,1804,Jagadish Rao,50,M,A3
2337,1804,Ullas Kumar,45,M,A4
2338,1805,Nataraj Fernandes,36,M,A1
2339,1806,Anitha Patil,44,F,A1
2340,1807,Santosh Setty,40,M,A1
2341,1808,Manjunath Achar,20,M,A1
2342,1808,Vani Achar,20,F,A2
2343,1808,Sunitha Poojary,41,F,A3
2344,1809,Kavya Reddy,39,F,A1
2345,1810,Shankar Gowda,42,M,A1
2346,1810,Ayesha Fernandes,54,F,A2
2347,1811,Pooja Sheikh,35,F,A1
2348,1811,Shwetha Patil,34,F,A2
2349,1813,Anitha Fernandes,28,F,A1
2350,1813,Puneeth Gowda,20,M,A2
2351,1815,Radha Sheikh,55,F,A1
2352,1815,Vinay Rao,37,M,A2
2353,1815,Santosh Patil,52,M,A3
2354,1817,Pooja Hegde,18,F,A1
2355,1817,Fatima Naik,47,F,A2
2356,1818,Pooja Khan,37,F,A1
2357,1818,Vani Gowda,31,F,A2
2358,1820,Ravi Achar,31,M,A1
2359,1820,Basavaraj Nair,45,M,A2
2360,1821,Anitha Fernandes,50,F,A1
2361,1821,Yogesh Poojary,39,M,A2
2362,1823,Usha Sheikh,31,F,A1
2363,1823,Meena Kumar,36,F,A2
2364,1823,Zameer Fernandes,51,M,A3
2365,1823,Usha Reddy,35,F,A4
2366,1823,Usha Kumar,32,F,A5
2367,1824,Meena Poojary,26,F,A1
2368,1824,Meena Setty,37,F,A2
2369,1825,Latha Hegde,43,F,A1
2370,1826,Chandru Poojary,36,M,A1
2371,1828,Deepa Nair,47,F,A1
2372,1828,Sowmya Fernandes,32,F,A2
2373,1829,Mahesh Achar,36,M,A1
2374,1829,Roopa Patil,28,F,A2
2375,1829,Radha Reddy,34,F,A3
2376,1829,Santosh Rao,26,M,A4
2377,1829,Krishna Fernandes,33,M,A5
2378,1829,Pooja Fernandes,53,F,A6
2379,1830,Radha Rao,50,F,A1
2380,1830,Arjun Reddy,47,M,A2
2381,1832,Ayesha Poojary,25,F,A1
2382,1834,Meena Reddy,30,F,A1
2383,1834,Suresh Fernandes,22,M,A2
2384,1834,Prakash Gowda,22,M,A3
2385,1835,Zameer Achar,41,M,A1
2386,1835,Deepa Khan,35,F,A2
2387,1838,Ayesha Shetty,37,F,A1
2388,1839,Imran Setty,38,M,A1
2389,1840,Prakash Nair,21,M,A1
2390,1841,Harish Patil,46,M,A1
2391,1841,Puneeth Rao,34,M,A2
2392,1842,Zeenath Nair,34,F,A1
2393,1842,Arjun Naik,18,M,A2
2394,1844,Deepa Patil,22,F,A1
2395,1844,Gopal Achar,48,M,A2
2396,1844,Anthony Sheikh,30,M,A3
2397,1846,Usha Reddy,18,F,A1
2398,1846,Ayesha Gowda,34,F,A2
2399,1846,Deepa Kumar,54,F,A3
2400,1847,Krishna Setty,21,M,A1
2401,1849,Ravi Khan,48,M,A1
2402,1849,Mahesh Patil,25,M,A2
2403,1850,Fatima Rao,46,F,A1
2404,1850,Arjun Reddy,53,M,A2
2405,1852,Anitha Rao,54,F,A1
2406,1853,Radha Achar,18,F,A1
2407,1853,Radha Shetty,53,F,A2
2408,1853,Shwetha Setty,32,F,A3
2409,1853,Gopal Setty,35,M,A4
2410,1854,Shwetha Reddy,22,F,A1
2411,1856,Shankar Reddy,20,M,A1
2412,1856,Latha Setty,46,F,A2
2413,1858,Nandini Kumar,32,F,A1
2414,1860,Zameer Gowda,31,M,A1
2415,1861,Sunitha Kumar,48,F,A1
2416,1862,Sunitha Reddy,33,F,A1
2417,1862,Basavaraj Achar,45,M,A2
2418,1863,Zeenath Setty,25,F,A1
2419,1864,Lokesh Fernandes,27,M,A1
2420,1865,Triveni Setty,28,F,A1
2421,1865,Raghu Reddy,39,M,A2
2422,1867,Pooja Sheikh,38,F,A1
2423,1867,Chandru Hegde,53,M,A2
2424,1868,Meena Nair,45,F,A1
2425,1869,Meena Kumar,39,F,A1
2426,1869,Sunitha Fernandes,30,F,A2
2427,1869,Triveni Hegde,44,F,A3
2428,1869,Sowmya Naik,39,F,A4
2429,1870,Vinay Poojary,30,M,A1
2430,1871,Pooja Gowda,52,F,A1
2431,1875,Chandru Reddy,37,M,A1
2432,1875,Radha Setty,40,F,A2
2433,1876,Sunitha Achar,38,F,A1
2434,1877,Thimmaiah Shetty,26,M,A1
2435,1877,Vinay Patil,31,M,A2
2436,1878,Jagadish Gowda,52,M,A1
2437,1878,Manjunath Gowda,49,M,A2
2438,1879,Yamuna Gowda,25,F,A1
2439,1879,Ravi Naik,36,M,A2
2440,1880,Shankar Achar,38,M,A1
2441,1882,Vijayalakshmi Fernandes,43,F,A1
2442,1883,Sunitha Sheikh,48,F,A1
2443,1883,Vijayalakshmi Setty,42,F,A2
2444,1884,Chandru Poojary,29,M,A1
2445,1884,Imran Hegde,29,M,A2
2446,1884,Fatima Nair,32,F,A3
2447,1885,Vijayalakshmi Achar,43,F,A1
2448,1885,Jagadish Patil,25,M,A2
2449,1886,Usha Kumar,33,F,A1
2450,1886,Basavaraj Setty,52,M,A2
2451,1886,Santosh Hegde,36,M,A3
2452,1887,Nataraj Patil,43,M,A1
2453,1887,Anthony Setty,53,M,A2
2454,1888,Fatima Naik,34,F,A1
2455,1888,Ullas Khan,21,M,A2
2456,1889,Mahesh Khan,52,M,A1
2457,1889,Om Poojary,19,M,A2
2458,1890,Ravi Gowda,29,M,A1
2459,1890,Pooja Reddy,49,F,A2
2460,1892,Ravi Fernandes,54,M,A1
2461,1893,Chandru Khan,31,M,A1
2462,1893,Nataraj Hegde,33,M,A2
2463,1893,Shwetha Reddy,53,F,A3
2464,1898,Jagadish Shetty,43,M,A1
2465,1898,Vijayalakshmi Patil,26,F,A2
2466,1898,Jagadish Gowda,44,M,A3
2467,1898,Usha Nair,48,F,A4
2468,1899,Sunitha Patil,27,F,A1
2469,1899,Vijayalakshmi Hegde,21,F,A2
2470,1900,Gopal Naik,44,M,A1
2471,1900,Triveni Kumar,27,F,A2
2472,1902,Nataraj Poojary,29,M,A1
2473,1902,Usha Sheikh,50,F,A2
2474,1902,Jagadish Nair,26,M,A3
2475,1903,Deepa Naik,27,F,A1
2476,1903,Shwetha Naik,31,F,A2
2477,1903,Ayesha Hegde,26,F,A3
2478,1904,Suresh Shetty,35,M,A1
2479,1905,Ravi Rao,28,M,A1
2480,1906,Roopa Setty,42,F,A1
2481,1908,Lokesh Rao,28,M,A1
2482,1908,Nandini Kumar,27,F,A2
2483,1912,Mahesh Achar,45,M,A1
2484,1912,Sowmya Patil,34,F,A2
2485,1913,Fatima Naik,29,F,A1
2486,1913,Suresh Hegde,18,M,A2
2487,1914,Zameer Achar,22,M,A1
2488,1914,Zeenath Patil,27,F,A2
2489,1916,Nandini Setty,47,F,A1
2490,1916,Iqbal Naik,31,M,A2
2491,1916,Triveni Nair,39,F,A3
2492,1916,Meena Shetty,50,F,A4
2493,1916,Anitha Kumar,53,F,A5
2494,1918,Pooja Khan,46,F,A1
2495,1918,Nandini Sheikh,47,F,A2
2496,1918,Usha Poojary,41,F,A3
2497,1919,Zameer Poojary,48,M,A1
2498,1919,Latha Rao,42,F,A2
2499,1920,Sowmya Achar,44,F,A1
2500,1920,Vinay Kumar,51,M,A2
2501,1921,Radha Sheikh,28,F,A1
2502,1922,Vani Hegde,52,F,A1
2503,1922,Fatima Patil,55,F,A2
2504,1923,Lokesh Shetty,34,M,A1
2505,1923,Raghu Patil,39,M,A2
2506,1923,Roopa Nair,50,F,A3
2507,1923,Latha Hegde,20,F,A4
2508,1923,Meena Poojary,53,F,A5
2509,1927,Anitha Reddy,54,F,A1
2510,1927,Triveni Poojary,38,F,A2
2511,1927,Nandini Naik,39,F,A3
2512,1928,Puneeth Sheikh,30,M,A1
2513,1930,Lokesh Shetty,53,M,A1
2514,1930,Yusuf Achar,46,M,A2
2515,1930,Yamuna Naik,20,F,A3
2516,1930,Radha Rao,25,F,A4
2517,1930,Shwetha Fernandes,23,F,A5
2518,1930,Yamuna Poojary,35,F,A6
2519,1930,Roopa Sheikh,18,F,A7
2520,1931,Usha Kumar,19,F,A1
2521,1932,Sunitha Gowda,52,F,A1
2522,1932,Yogesh Khan,40,M,A2
2523,1934,Kavya Setty,55,F,A1
2524,1934,Sunitha Sheikh,35,F,A2
2525,1935,Latha Khan,39,F,A1
2526,1936,Prakash Patil,36,M,A1
2527,1938,Anitha Fernandes,34,F,A1
2528,1939,Nandini Kumar,21,F,A1
2529,1940,Zameer Shetty,31,M,A1
2530,1940,Vijayalakshmi Kumar,26,F,A2
2531,1941,Shwetha Rao,41,F,A1
2532,1941,Mahesh Naik,21,M,A2
2533,1943,Prakash Fernandes,34,M,A1
2534,1943,Anthony Kumar,22,M,A2
2535,1947,Basavaraj Nair,54,M,A1
2536,1948,Deepa Nair,18,F,A1
2537,1949,Nataraj Nair,19,M,A1
2538,1949,Chandru Rao,19,M,A2
2539,1949,Nandini Poojary,30,F,A3
2540,1949,Shankar Fernandes,21,M,A4
2541,1949,Pooja Achar,31,F,A5
2542,1951,Sunitha Naik,31,F,A1
2543,1954,Pooja Khan,28,F,A1
2544,1955,Sowmya Reddy,40,F,A1
2545,1956,Puneeth Patil,41,M,A1
2546,1959,Venkatesh Patil,27,M,A1
2547,1959,Nataraj Reddy,54,M,A2
2548,1962,Raghu Reddy,30,M,A1
2549,1963,Krishna Fernandes,41,M,A1
2550,1963,Pooja Patil,34,F,A2
2551,1964,Thimmaiah Shetty,42,M,A1
2552,1965,Basavaraj Kumar,24,M,A1
2553,1965,Fatima Fernandes,39,F,A2
2554,1966,Venkatesh Rao,50,M,A1
2555,1967,Vani Reddy,49,F,A1
2556,1967,Suresh Shetty,51,M,A2
2557,1967,Yamuna Achar,44,F,A3
2558,1967,Sowmya Reddy,26,F,A4
2559,1970,Ayesha Shetty,46,F,A1
2560,1970,Triveni Gowda,20,F,A2
2561,1971,Jagadish Sheikh,31,M,A1
2562,1973,Ullas Poojary,55,M,A1
2563,1973,Ayesha Khan,35,F,A2
2564,1974,Yamuna Khan,28,F,A1
2565,1976,Gopal Achar,34,M,A1
2566,1979,Venkatesh Patil,48,M,A1
2567,1982,Vijayalakshmi Reddy,22,F,A1
2568,1984,Vinay Khan,44,M,A1
2569,1987,Yamuna Sheikh,33,F,A1
2570,1988,Kavya Kumar,29,F,A1
2571,1989,Zeenath Fernandes,34,F,A1
2572,1989,Om Achar,21,M,A2
2573,1990,Ayesha Nair,28,F,A1
2574,1990,Om Fernandes,33,M,A2
2575,1990,Yusuf Nair,20,M,A3
2576,1990,Radha Naik,32,F,A4
2577,1990,Vijayalakshmi Khan,34,F,A5
2578,1991,Shankar Hegde,28,M,A1
2579,1994,Triveni Achar,27,F,A1
2580,1994,Mahesh Rao,53,M,A2
2581,1995,Zameer Khan,31,M,A1
2582,1995,Imran Setty,19,M,A2
2583,1996,Thimmaiah Hegde,39,M,A1
2584,1996,Basavaraj Shetty,32,M,A2
2585,1996,Ullas Achar,20,M,A3
2586,2000,Raghu Sheikh,32,M,A1
2587,2000,Anitha Hegde,51,F,A2
2588,2001,Triveni Hegde,45,F,A1
2589,2001,Usha Sheikh,27,F,A2
2590,2005,Latha Rao,53,F,A1
2591,2006,Iqbal Kumar,30,M,A1
2592,2008,Sowmya Khan,45,F,A1
2593,2008,Venkatesh Hegde,24,M,A2
2594,2008,Deepa Patil,25,F,A3
2595,2008,Nandini Khan,47,F,A4
2596,2009,Usha Reddy,34,F,A1
2597,2010,Sowmya Gowda,40,F,A1
2598,2010,Krishna Nair,21,M,A2
2599,2010,Krishna Reddy,54,M,A3
2600,2010,Naveen Nair,35,M,A4
2601,2010,Basavaraj Fernandes,54,M,A5
2602,2010,Sowmya Rao,51,F,A6
2603,2012,Suresh Fernandes,20,M,A1
2604,2012,Manjunath Nair,21,M,A2
2605,2017,Yogesh Nair,46,M,A1
2606,2017,Ayesha Hegde,22,F,A2
2607,2018,Vijayalakshmi Poojary,47,F,A1
2608,2020,Usha Khan,52,F,A1
2609,2021,Vani Shetty,53,F,A1
2610,2024,Radha Reddy,46,F,A1
2611,2024,Triveni Gowda,47,F,A2
2612,2026,Nandini Sheikh,27,F,A1
2613,2027,Vijayalakshmi Hegde,51,F,A1
2614,2027,Vijayalakshmi Achar,54,F,A2
2615,2028,Usha Rao,31,F,A1
2616,2030,Fatima Fernandes,27,F,A1
2617,2031,Meena Shetty,38,F,A1
2618,2036,Vijayalakshmi Rao,54,F,A1
2619,2036,Ullas Gowda,51,M,A2
2620,2037,Sowmya Kumar,41,F,A1
2621,2038,Vijayalakshmi Shetty,37,F,A1
2622,2038,Naveen Naik,19,M,A2
2623,2039,Yamuna Kumar,50,F,A1
2624,2040,Zeenath Rao,53,F,A1
2625,2040,Meena Setty,35,F,A2
2626,2041,Vijayalakshmi Fernandes,19,F,A1
2627,2043,Shwetha Reddy,34,F,A1
2628,2043,Gopal Poojary,44,M,A2
2629,2043,Om Hegde,39,M,A3
2630,2044,Jagadish Fernandes,27,M,A1
2631,2044,Ullas Hegde,26,M,A2
2632,2044,Harish Poojary,25,M,A3
2633,2045,Pooja Shetty,33,F,A1
2634,2046,Ullas Gowda,37,M,A1
2635,2046,Krishna Patil,37,M,A2
2636,2047,Yusuf Nair,23,M,A1
2637,2047,Vani Reddy,55,F,A2
2638,2048,Anitha Gowda,50,F,A1
2639,2048,Vijayalakshmi Setty,40,F,A2
